Unique ID	Parent ID	Name	Tier 1	Tier 2	Tier 3	Tier 4
358	338	Oldies/Adult Standards	Music and Audio	Oldies/Adult Standards	NULL	NULL
359	338	Reggae	Music and Audio	Reggae	NULL	NULL
360	338	Blues	Music and Audio	Blues	NULL	NULL
361	338	Religious (Music and Audio)	Music and Audio	Religious (Music and Audio)	NULL	NULL
362	338	R&B/Soul/Funk	Music and Audio	R&B/Soul/Funk	NULL	NULL
363	338	Rock Music	Music and Audio	Rock Music	NULL	NULL
364	363	Album-oriented Rock	Music and Audio	Rock Music	Album-oriented Rock	NULL
365	363	Alternative Rock	Music and Audio	Rock Music	Alternative Rock	NULL
366	363	Classic Rock	Music and Audio	Rock Music	Classic Rock	NULL
367	363	Hard Rock	Music and Audio	Rock Music	Hard Rock	NULL
368	363	Soft Rock	Music and Audio	Rock Music	Soft Rock	NULL
369	338	Soundtracks, TV and Showtunes	Music and Audio	Soundtracks, TV and Showtunes	NULL	NULL
370	338	Sports Radio	Music and Audio	Sports Radio	NULL	NULL
371	338	Talk Radio	Music and Audio	Talk Radio	NULL	NULL
372	371	Business News Radio	Music and Audio	Talk Radio	Business News Radio	NULL
373	371	Educational Radio	Music and Audio	Talk Radio	Educational Radio	NULL
374	371	News Radio	Music and Audio	Talk Radio	News Radio	NULL
375	371	News/Talk Radio	Music and Audio	Talk Radio	News/Talk Radio	NULL
376	371	Public Radio	Music and Audio	Talk Radio	Public Radio	NULL
377	338	Urban Contemporary Music	Music and Audio	Urban Contemporary Music	NULL	NULL
378	338	Variety (Music and Audio)	Music and Audio	Variety (Music and Audio)	NULL	NULL
379		News and Politics	News and Politics	NULL	NULL	NULL
380	379	Crime	News and Politics	Crime	NULL	NULL
381	379	Disasters	News and Politics	Disasters	NULL	NULL
382	379	International News	News and Politics	International News	NULL	NULL
383	379	Law	News and Politics	Law	NULL	NULL
384	379	Local News	News and Politics	Local News	NULL	NULL
385	379	National News	News and Politics	National News	NULL	NULL
386	379	Politics	News and Politics	Politics	NULL	NULL
387	386	Elections	News and Politics	Politics	Elections
388	386	Political Issues	News and Politics	Politics	Political Issues
389	386	War and Conflicts	News and Politics	Politics	War and Conflicts	NULL
390	379	Weather	News and Politics	Weather	NULL	NULL
391		Personal Finance	Personal Finance	NULL	NULL	NULL
392	391	Consumer Banking	Personal Finance	Consumer Banking	NULL	NULL
393	391	Financial Assistance	Personal Finance	Financial Assistance	NULL	NULL
394	393	Government Support and Welfare	Personal Finance	Financial Assistance	Government Support and Welfare	NULL
395	393	Student Financial Aid	Personal Finance	Financial Assistance	Student Financial Aid	NULL
396	391	Financial Planning	Personal Finance	Financial Planning	NULL	NULL
397	391	Frugal Living	Personal Finance	Frugal Living	NULL	NULL
398	391	Insurance	Personal Finance	Insurance	NULL	NULL
399	398	Health Insurance	Personal Finance	Insurance	Health Insurance	NULL
400	398	Home Insurance	Personal Finance	Insurance	Home Insurance	NULL
401	398	Life Insurance	Personal Finance	Insurance	Life Insurance	NULL
402	398	Motor Insurance	Personal Finance	Insurance	Motor Insurance	NULL
403	398	Pet Insurance	Personal Finance	Insurance	Pet Insurance	NULL
404	398	Travel Insurance	Personal Finance	Insurance	Travel Insurance	NULL
405	391	Personal Debt	Personal Finance	Personal Debt	NULL	NULL
406	405	Credit Cards	Personal Finance	Personal Debt	Credit Cards	NULL
407	405	Home Financing	Personal Finance	Personal Debt	Home Financing	NULL
408	405	Personal Loans	Personal Finance	Personal Debt	Personal Loans	NULL
409	405	Student Loans	Personal Finance	Personal Debt	Student Loans	NULL
410	391	Personal Investing	Personal Finance	Personal Investing
411	410	Hedge Funds	Personal Finance	Personal Investing	Hedge Funds	NULL
412	410	Mutual Funds	Personal Finance	Personal Investing	Mutual Funds	NULL
413	410	Options	Personal Finance	Personal Investing	Options	NULL
414	410	Stocks and Bonds	Personal Finance	Personal Investing	Stocks and Bonds	NULL
415	391	Personal Taxes	Personal Finance	Personal Taxes	NULL	NULL
416	391	Retirement Planning	Personal Finance	Retirement Planning	NULL	NULL
417	391	Home Utilities	Personal Finance	Home Utilities	NULL	NULL
418	417	Gas and Electric	Personal Finance	Home Utilities	Gas and Electric	NULL
419	417	Internet Service Providers	Personal Finance	Home Utilities	Internet Service Providers	NULL
420	417	Phone Services	Personal Finance	Home Utilities	Phone Services	NULL
421	417	Water Services	Personal Finance	Home Utilities	Water Services	NULL
422		Pets	Pets	NULL	NULL	NULL
423	422	Birds	Pets	Birds	NULL	NULL
424	422	Cats	Pets	Cats	NULL	NULL
425	422	Dogs	Pets	Dogs	NULL	NULL
426	422	Fish and Aquariums	Pets	Fish and Aquariums	NULL	NULL
427	422	Large Animals	Pets	Large Animals	NULL	NULL
428	422	Pet Adoptions	Pets	Pet Adoptions	NULL	NULL
429	422	Reptiles	Pets	Reptiles	NULL	NULL
430	422	Veterinary Medicine	Pets	Veterinary Medicine	NULL	NULL
431	422	Pet Supplies	Pets	Pet Supplies	NULL	NULL
432		Pop Culture	Pop Culture	NULL	NULL	NULL
433	432	Celebrity Deaths	Pop Culture	Celebrity Deaths	NULL	NULL
434	432	Celebrity Families	Pop Culture	Celebrity Families	NULL	NULL
435	432	Celebrity Homes	Pop Culture	Celebrity Homes	NULL	NULL
436	432	Celebrity Pregnancy	Pop Culture	Celebrity Pregnancy	NULL	NULL
437	432	Celebrity Relationships	Pop Culture	Celebrity Relationships	NULL	NULL
438	432	Celebrity Scandal	Pop Culture	Celebrity Scandal	NULL	NULL
439	432	Celebrity Style	Pop Culture	Celebrity Style	NULL	NULL
440	432	Humor and Satire	Pop Culture	Humor and Satire	NULL	NULL
441		Real Estate	Real Estate	NULL	NULL	NULL
442	441	Apartments	Real Estate	Apartments	NULL	NULL
443	441	Retail Property	Real Estate	Retail Property	NULL	NULL
444	441	Vacation Properties	Real Estate	Vacation Properties	NULL	NULL
445	441	Developmental Sites	Real Estate	Developmental Sites	NULL	NULL
446	441	Hotel Properties	Real Estate	Hotel Properties	NULL	NULL
447	441	Houses	Real Estate	Houses	NULL	NULL
448	441	Industrial Property	Real Estate	Industrial Property	NULL	NULL
449	441	Land and Farms	Real Estate	Land and Farms	NULL	NULL
450	441	Office Property	Real Estate	Office Property	NULL	NULL
451	441	Real Estate Buying and Selling	Real Estate	Real Estate Buying and Selling	NULL	NULL
452	441	Real Estate Renting and Leasing	Real Estate	Real Estate Renting and Leasing	NULL	NULL
453		Religion & Spirituality	Religion & Spirituality
454	453	Agnosticism	Religion & Spirituality	Agnosticism
455	453	Spirituality	Religion & Spirituality	Spirituality
456	453	Astrology	Religion & Spirituality	Astrology
457	453	Atheism	Religion & Spirituality	Atheism
458	453	Buddhism	Religion & Spirituality	Buddhism
459	453	Christianity	Religion & Spirituality	Christianity
460	453	Hinduism	Religion & Spirituality	Hinduism
461	453	Islam	Religion & Spirituality	Islam
462	453	Judaism	Religion & Spirituality	Judaism
463	453	Sikhism	Religion & Spirituality	Sikhism
464		Science	Science	NULL	NULL	NULL
465	464	Biological Sciences	Science	Biological Sciences
466	464	Chemistry	Science	Chemistry	NULL	NULL
467	464	Environment	Science	Environment	NULL	NULL
468	464	Genetics	Science	Genetics
469	464	Geography	Science	Geography	NULL	NULL
470	464	Geology	Science	Geology	NULL	NULL
471	464	Physics	Science	Physics	NULL	NULL
472	464	Space and Astronomy	Science	Space and Astronomy	NULL	NULL
473		Shopping	Shopping	NULL	NULL	NULL
474	473	Coupons and Discounts	Shopping	Coupons and Discounts	NULL	NULL
475	473	Flower Shopping	Shopping	Flower Shopping	NULL	NULL
476	473	Gifts and Greetings Cards	Shopping	Gifts and Greetings Cards	NULL	NULL
477	473	Grocery Shopping	Shopping	Grocery Shopping	NULL	NULL
478	473	Holiday Shopping	Shopping	Holiday Shopping	NULL	NULL
479	473	Household Supplies	Shopping	Household Supplies	NULL	NULL
480	473	Lotteries and Scratchcards	Shopping	Lotteries and Scratchcards	NULL	NULL
481	473	Sales and Promotions	Shopping	Sales and Promotions	NULL	NULL
482	473	Children's Games and Toys	Shopping	Children's Games and Toys	NULL	NULL
483		Sports	Sports	NULL	NULL	NULL
484	483	American Football	Sports	American Football	NULL	NULL
485	483	Boxing	Sports	Boxing	NULL	NULL
486	483	Cheerleading	Sports	Cheerleading	NULL	NULL
487	483	College Sports	Sports	College Sports	NULL	NULL
488	487	College Football	Sports	College Sports	College Football	NULL
489	487	College Basketball	Sports	College Sports	College Basketball	NULL
490	487	College Baseball	Sports	College Sports	College Baseball	NULL
491	483	Cricket	Sports	Cricket	NULL	NULL
492	483	Cycling	Sports	Cycling	NULL	NULL
493	483	Darts	Sports	Darts	NULL	NULL
494	483	Disabled Sports	Sports	Disabled Sports	NULL	NULL
495	483	Diving	Sports	Diving	NULL	NULL
496	483	Equine Sports	Sports	Equine Sports	NULL	NULL
497	483	Horse Racing	Sports	Equine Sports	Horse Racing	NULL
498	483	Extreme Sports	Sports	Extreme Sports	NULL	NULL
499	498	Canoeing and Kayaking	Sports	Extreme Sports	Canoeing and Kayaking	NULL
500	498	Climbing	Sports	Extreme Sports	Climbing	NULL
501	498	Paintball	Sports	Extreme Sports	Paintball	NULL
502	498	Scuba Diving	Sports	Extreme Sports	Scuba Diving	NULL
503	498	Skateboarding	Sports	Extreme Sports	Skateboarding	NULL
504	498	Snowboarding	Sports	Extreme Sports	Snowboarding	NULL
505	498	Surfing and Bodyboarding	Sports	Extreme Sports	Surfing and Bodyboarding	NULL
506	498	Waterskiing and Wakeboarding	Sports	Extreme Sports	Waterskiing and Wakeboarding	NULL
507	483	Australian Rules Football	Sports	Australian Rules Football	NULL	NULL
508	483	Fantasy Sports	Sports	Fantasy Sports	NULL	NULL
509	483	Field Hockey	Sports	Field Hockey	NULL	NULL
510	483	Figure Skating	Sports	Figure Skating	NULL	NULL
511	483	Fishing Sports	Sports	Fishing Sports	NULL	NULL
512	483	Golf	Sports	Golf	NULL	NULL
513	483	Gymnastics	Sports	Gymnastics	NULL	NULL
514	483	Hunting and Shooting	Sports	Hunting and Shooting	NULL	NULL
515	483	Ice Hockey	Sports	Ice Hockey	NULL	NULL
516	483	Inline Skating	Sports	Inline Skating	NULL	NULL
517	483	Lacrosse	Sports	Lacrosse	NULL	NULL
518	483	Auto Racing	Sports	Auto Racing	NULL	NULL
519	518	Motorcycle Sports	Sports	Auto Racing	Motorcycle Sports	NULL
520	483	Martial Arts	Sports	Martial Arts	NULL	NULL
521	483	Olympic Sports	Sports	Olympic Sports	NULL	NULL
522	521	Summer Olympic Sports	Sports	Olympic Sports	Summer Olympic Sports	NULL
523	521	Winter Olympic Sports	Sports	Olympic Sports	Winter Olympic Sports	NULL
524	483	Poker and Professional Gambling	Sports	Poker and Professional Gambling	NULL	NULL
525	483	Rodeo	Sports	Rodeo	NULL	NULL
526	483	Rowing	Sports	Rowing	NULL	NULL
527	483	Rugby	Sports	Rugby	NULL	NULL
528	527	Rugby League	Sports	Rugby	Rugby League	NULL
529	527	Rugby Union	Sports	Rugby	Rugby Union	NULL
530	483	Sailing	Sports	Sailing	NULL	NULL
531	483	Skiing	Sports	Skiing	NULL	NULL
532	483	Snooker/Pool/Billiards	Sports	Snooker/Pool/Billiards	NULL	NULL
533	483	Soccer	Sports	Soccer	NULL	NULL
534	483	Badminton	Sports	Badminton	NULL	NULL
535	483	Softball	Sports	Softball	NULL	NULL
536	483	Squash	Sports	Squash	NULL	NULL
537	483	Swimming	Sports	Swimming	NULL	NULL
538	483	Table Tennis	Sports	Table Tennis	NULL	NULL
539	483	Tennis	Sports	Tennis	NULL	NULL
540	483	Track and Field	Sports	Track and Field	NULL	NULL
541	483	Volleyball	Sports	Volleyball	NULL	NULL
542	483	Walking	Sports	Walking	NULL	NULL
543	483	Water Polo	Sports	Water Polo	NULL	NULL
544	483	Weightlifting	Sports	Weightlifting	NULL	NULL
545	483	Baseball	Sports	Baseball	NULL	NULL
546	483	Wrestling	Sports	Wrestling	NULL	NULL
547	483	Basketball	Sports	Basketball	NULL	NULL
548	483	Beach Volleyball	Sports	Beach Volleyball	NULL	NULL
549	483	Bodybuilding	Sports	Bodybuilding
550	483	Bowling	Sports	Bowling	NULL	NULL
551	483	Sports Equipment	Sports	Sports Equipment	NULL	NULL
552		Style & Fashion	Style & Fashion	NULL	NULL	NULL
553	552	Beauty	Style & Fashion	Beauty	NULL	NULL
554	553	Hair Care	Style & Fashion	Beauty	Hair Care	NULL
555	553	Makeup and Accessories	Style & Fashion	Beauty	Makeup and Accessories	NULL
556	553	Nail Care	Style & Fashion	Beauty	Nail Care	NULL
557	553	Natural and Organic Beauty	Style & Fashion	Beauty	Natural and Organic Beauty	NULL
558	553	Perfume and Fragrance	Style & Fashion	Beauty	Perfume and Fragrance	NULL
559	553	Skin Care	Style & Fashion	Beauty	Skin Care	NULL
560	552	Women's Fashion	Style & Fashion	Women's Fashion	NULL	NULL
561	560	Women's Accessories	Style & Fashion	Women's Fashion	Women's Accessories	NULL
562	561	Women's Glasses	Style & Fashion	Women's Fashion	Women's Accessories	Women's Glasses
563	561	Women's Handbags and Wallets	Style & Fashion	Women's Fashion	Women's Accessories	Women's Handbags and Wallets
564	561	Women's Hats and Scarves	Style & Fashion	Women's Fashion	Women's Accessories	Women's Hats and Scarves
565	561	Women's Jewelry and Watches	Style & Fashion	Women's Fashion	Women's Accessories	Women's Jewelry and Watches
566	560	Women's Clothing	Style & Fashion	Women's Fashion	Women's Clothing	NULL
567	566	Women's Business Wear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Business Wear
568	566	Women's Casual Wear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Casual Wear
569	566	Women's Formal Wear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Formal Wear
570	566	Women's Intimates and Sleepwear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Intimates and Sleepwear
571	566	Women's Outerwear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Outerwear
572	566	Women's Sportswear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Sportswear
573	560	Women's Shoes and Footwear	Style & Fashion	Women's Fashion	Women's Shoes and Footwear	NULL
574	552	Body Art	Style & Fashion	Body Art	NULL	NULL
575	552	Children's Clothing	Style & Fashion	Children's Clothing	NULL	NULL
576	552	Designer Clothing	Style & Fashion	Designer Clothing	NULL	NULL
577	552	Fashion Trends	Style & Fashion	Fashion Trends	NULL	NULL
578	552	High Fashion	Style & Fashion	High Fashion	NULL	NULL
579	552	Men's Fashion	Style & Fashion	Men's Fashion	NULL	NULL
580	579	Men's Accessories	Style & Fashion	Men's Fashion	Men's Accessories	NULL
581	580	Men's Jewelry and Watches	Style & Fashion	Men's Fashion	Men's Accessories	Men's Jewelry and Watches
582	579	Men's Clothing	Style & Fashion	Men's Fashion	Men's Clothing	NULL
583	582	Men's Business Wear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Business Wear
584	582	Men's Casual Wear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Casual Wear
585	582	Men's Formal Wear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Formal Wear
586	582	Men's Outerwear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Outerwear
587	582	Men's Sportswear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Sportswear
588	582	Men's Underwear and Sleepwear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Underwear and Sleepwear
589	579	Men's Shoes and Footwear	Style & Fashion	Men's Fashion	Men's Shoes and Footwear	NULL
590	552	Personal Care	Style & Fashion	Personal Care	NULL	NULL
591	590	Bath and Shower	Style & Fashion	Personal Care	Bath and Shower	NULL
592	590	Deodorant and Antiperspirant	Style & Fashion	Personal Care	Deodorant and Antiperspirant	NULL
593	590	Oral care	Style & Fashion	Personal Care	Oral care	NULL
594	590	Shaving	Style & Fashion	Personal Care	Shaving	NULL
595	552	Street Style	Style & Fashion	Street Style	NULL	NULL
596		Technology & Computing	Technology & Computing	NULL	NULL	NULL
597	596	Artificial Intelligence	Technology & Computing	Artificial Intelligence	NULL	NULL
598	596	Augmented Reality	Technology & Computing	Augmented Reality	NULL	NULL
599	596	Computing	Technology & Computing	Computing	NULL	NULL
600	599	Computer Networking	Technology & Computing	Computing	Computer Networking	NULL
601	599	Computer Peripherals	Technology & Computing	Computing	Computer Peripherals	NULL
602	599	Computer Software and Applications	Technology & Computing	Computing	Computer Software and Applications	NULL
603	602	3-D Graphics	Technology & Computing	Computing	Computer Software and Applications	3-D Graphics
604	602	Photo Editing Software	Technology & Computing	Computing	Computer Software and Applications	Photo Editing Software
605	602	Shareware and Freeware	Technology & Computing	Computing	Computer Software and Applications	Shareware and Freeware
606	602	Video Software	Technology & Computing	Computing	Computer Software and Applications	Video Software
607	602	Web Conferencing	Technology & Computing	Computing	Computer Software and Applications	Web Conferencing
608	602	Antivirus Software	Technology & Computing	Computing	Computer Software and Applications	Antivirus Software
609	602	Browsers	Technology & Computing	Computing	Computer Software and Applications	Browsers
610	602	Computer Animation	Technology & Computing	Computing	Computer Software and Applications	Computer Animation
611	602	Databases	Technology & Computing	Computing	Computer Software and Applications	Databases
612	602	Desktop Publishing	Technology & Computing	Computing	Computer Software and Applications	Desktop Publishing
613	602	Digital Audio	Technology & Computing	Computing	Computer Software and Applications	Digital Audio
614	602	Graphics Software	Technology & Computing	Computing	Computer Software and Applications	Graphics Software
615	602	Operating Systems	Technology & Computing	Computing	Computer Software and Applications	Operating Systems
616	599	Data Storage and Warehousing	Technology & Computing	Computing	Data Storage and Warehousing	NULL
617	599	Desktops	Technology & Computing	Computing	Desktops	NULL
618	599	Information and Network Security	Technology & Computing	Computing	Information and Network Security	NULL
619	599	Internet	Technology & Computing	Computing	Internet	NULL
620	619	Cloud Computing	Technology & Computing	Computing	Internet	Cloud Computing
621	619	Web Development	Technology & Computing	Computing	Internet	Web Development
622	619	Web Hosting	Technology & Computing	Computing	Internet	Web Hosting
623	619	Email	Technology & Computing	Computing	Internet	Email
624	619	Internet for Beginners	Technology & Computing	Computing	Internet	Internet for Beginners
625	619	Internet of Things	Technology & Computing	Computing	Internet	Internet of Things
626	619	IT and Internet Support	Technology & Computing	Computing	Internet	IT and Internet Support
627	619	Search	Technology & Computing	Computing	Internet	Search
628	619	Social Networking	Technology & Computing	Computing	Internet	Social Networking
629	619	Web Design and HTML	Technology & Computing	Computing	Internet	Web Design and HTML
630	599	Laptops	Technology & Computing	Computing	Laptops	NULL
631	599	Programming Languages	Technology & Computing	Computing	Programming Languages	NULL
632	596	Consumer Electronics	Technology & Computing	Consumer Electronics	NULL	NULL
633	632	Cameras and Camcorders	Technology & Computing	Consumer Electronics	Cameras and Camcorders	NULL
634	632	Home Entertainment Systems	Technology & Computing	Consumer Electronics	Home Entertainment Systems	NULL
635	632	Smartphones	Technology & Computing	Consumer Electronics	Smartphones	NULL
636	632	Tablets and E-readers	Technology & Computing	Consumer Electronics	Tablets and E-readers	NULL
637	632	Wearable Technology	Technology & Computing	Consumer Electronics	Wearable Technology	NULL
638	596	Robotics	Technology & Computing	Robotics	NULL	NULL
639	596	Virtual Reality	Technology & Computing	Virtual Reality	NULL	NULL
640		Television	Television	NULL	NULL	NULL
641	640	Animation TV	Television	Animation TV	NULL	NULL
642	640	Soap Opera TV	Television	Soap Opera TV	NULL	NULL
643	640	Special Interest TV	Television	Special Interest TV	NULL	NULL
644	640	Sports TV	Television	Sports TV	NULL	NULL
645	640	Children's TV	Television	Children's TV	NULL	NULL
646	640	Comedy TV	Television	Comedy TV	NULL	NULL
647	640	Drama TV	Television	Drama TV	NULL	NULL
648	640	Factual TV	Television	Factual TV	NULL	NULL
649	640	Holiday TV	Television	Holiday TV	NULL	NULL
650	640	Music TV	Television	Music TV	NULL	NULL
651	640	Reality TV	Television	Reality TV	NULL	NULL
652	640	Science Fiction TV	Television	Science Fiction TV	NULL	NULL
653		Travel	Travel	NULL	NULL	NULL
654	653	Travel Accessories	Travel	Travel Accessories	NULL	NULL
655	653	Travel Locations	Travel	Travel Locations	NULL	NULL
656	655	Africa Travel	Travel	Travel Locations	Africa Travel	NULL
657	655	Asia Travel	Travel	Travel Locations	Asia Travel	NULL
658	655	Australia and Oceania Travel	Travel	Travel Locations	Australia and Oceania Travel	NULL
659	655	Europe Travel	Travel	Travel Locations	Europe Travel	NULL
660	655	North America Travel	Travel	Travel Locations	North America Travel	NULL
661	655	Polar Travel	Travel	Travel Locations	Polar Travel	NULL
662	655	South America Travel	Travel	Travel Locations	South America Travel	NULL
663	653	Travel Preparation and Advice	Travel	Travel Preparation and Advice	NULL	NULL
664	653	Travel Type	Travel	Travel Type	NULL	NULL
665	664	Adventure Travel	Travel	Travel Type	Adventure Travel	NULL
666	664	Family Travel	Travel	Travel Type	Family Travel	NULL
667	664	Honeymoons and Getaways	Travel	Travel Type	Honeymoons and Getaways	NULL
668	664	Hotels and Motels	Travel	Travel Type	Hotels and Motels	NULL
669	664	Rail Travel	Travel	Travel Type	Rail Travel	NULL
670	664	Road Trips	Travel	Travel Type	Road Trips	NULL
671	664	Spas	Travel	Travel Type	Spas	NULL
672	664	Air Travel	Travel	Travel Type	Air Travel	NULL
673	664	Beach Travel	Travel	Travel Type	Beach Travel	NULL
674	664	Bed & Breakfasts	Travel	Travel Type	Bed & Breakfasts	NULL
675	664	Budget Travel	Travel	Travel Type	Budget Travel	NULL
676	664	Business Travel	Travel	Travel Type	Business Travel	NULL
677	664	Camping	Travel	Travel Type	Camping	NULL
678	664	Cruises	Travel	Travel Type	Cruises	NULL
679	664	Day Trips	Travel	Travel Type	Day Trips	NULL
680		Video Gaming	Video Gaming	NULL	NULL	NULL
681	680	Console Games	Video Gaming	Console Games	NULL	NULL
682	680	eSports	Video Gaming	eSports	NULL	NULL
683	680	Mobile Games	Video Gaming	Mobile Games	NULL	NULL
684	680	PC Games	Video Gaming	PC Games	NULL	NULL
685	680	Video Game Genres	Video Gaming	Video Game Genres	NULL	NULL
686	685	Action Video Games	Video Gaming	Video Game Genres	Action Video Games	NULL
687	685	Role-Playing Video Games	Video Gaming	Video Game Genres	Role-Playing Video Games	NULL
688	685	Simulation Video Games	Video Gaming	Video Game Genres	Simulation Video Games	NULL
689	685	Sports Video Games	Video Gaming	Video Game Genres	Sports Video Games	NULL
690	685	Strategy Video Games	Video Gaming	Video Game Genres	Strategy Video Games	NULL
691	685	Action-Adventure Video Games	Video Gaming	Video Game Genres	Action-Adventure Video Games	NULL
692	685	Adventure Video Games	Video Gaming	Video Game Genres	Adventure Video Games	NULL
693	685	Casual Games	Video Gaming	Video Game Genres	Casual Games	NULL
694	685	Educational Video Games	Video Gaming	Video Game Genres	Educational Video Games	NULL
695	685	Exercise and Fitness Video Games	Video Gaming	Video Game Genres	Exercise and Fitness Video Games	NULL
696	685	MMOs	Video Gaming	Video Game Genres	MMOs	NULL
697	685	Music and Party Video Games	Video Gaming	Video Game Genres	Music and Party Video Games	NULL
698	685	Puzzle Video Games	Video Gaming	Video Game Genres	Puzzle Video Games	NULL
	NULL	NULL	NULL	NULL	NULL	NULL
1000		Content Channel	Content Channel	NULL	NULL	NULL
1001	1000	Editorial/Professional	Content Channel	Editorial/Professional	NULL	NULL
1002	1000	Email	Content Channel	Email	NULL	NULL
1003	1000	Forum/Community	Content Channel	Forum/Community	NULL	NULL
1004	1000	Game	Content Channel	Game	NULL	NULL
1005	1000	Marketplace/eCommerce	Content Channel	Marketplace/eCommerce	NULL	NULL
1006	1000	Search Engine/Listings	Content Channel	Search Engine/Listings	NULL	NULL
1007	1000	Social	Content Channel	Social	NULL	NULL
1008	1000	Utility/Online Tool	Content Channel	Utility/Online Tool	NULL	NULL
1009	1000	Voice Activated Channels	Content Channel	Voice Activated Channels	NULL	NULL
1010		Content Type	Content Type	NULL	NULL	NULL
1011	1010	Academic/ResearchConent	Content Type	Academic/ResearchConent	NULL	NULL
1012	1010	Chat/IM/Comments	Content Type	Chat/IM/Comments	NULL	NULL
1013	1010	Educational Content	Content Type	Educational Content	NULL	NULL
1014	1010	Entertainment Content	Content Type	Entertainment Content	NULL	NULL
1015	1010	Feature	Content Type	Feature	NULL	NULL
1016	1010	General Social	Content Type	General Social	NULL	NULL
1017	1010	Instructional Content	Content Type	Instructional Content	NULL	NULL
1018	1010	Interactive Content	Content Type	Interactive Content	NULL	NULL
1019	1010	Listings/Classifieds/Product Listings/Search Results	Content Type	Listings/Classifieds/Product Listings/Search Results	NULL	NULL
1020	1010	News	Content Type	News	NULL	NULL
1021	1010	Review	Content Type	Review	NULL	NULL
1022		Content Media Format	Content Media Format	NULL	NULL	NULL
1023	1022	Audio	Content Media Format	Audio	NULL	NULL
1024	1022	Images/Galleries	Content Media Format	Images/Galleries	NULL	NULL
1025	1022	Interactive	Content Media Format	Interactive	NULL	NULL
1026	1022	Mixed	Content Media Format	Mixed	NULL	NULL
1027	1022	Textual	Content Media Format	Textual	NULL	NULL
1028	1022	Video	Content Media Format	Video	NULL	NULL
1029	1022	VR/AR	Content Media Format	VR/AR	NULL	NULL
1030		Content Language	Content Language	NULL	NULL	NULL
1031	1030	Afar	Content Language	Afar	NULL	NULL
1032	1030	Abkhaz	Content Language	Abkhaz	NULL	NULL
1033	1030	Avestan	Content Language	Avestan	NULL	NULL
1034	1030	Afrikaans	Content Language	Afrikaans	NULL	NULL
1035	1030	Akan	Content Language	Akan	NULL	NULL
1036	1030	Amharic	Content Language	Amharic	NULL	NULL
1037	1030	Aragonese	Content Language	Aragonese	NULL	NULL
1038	1030	Arabic	Content Language	Arabic	NULL	NULL
1039	1030	Assamese	Content Language	Assamese	NULL	NULL
1040	1030	Avaric	Content Language	Avaric	NULL	NULL
1041	1030	Aymara	Content Language	Aymara	NULL	NULL
1042	1030	Azerbaijani	Content Language	Azerbaijani	NULL	NULL
1043	1030	Bashkir	Content Language	Bashkir	NULL	NULL
1044	1030	Belarusian	Content Language	Belarusian	NULL	NULL
1045	1030	Bulgarian	Content Language	Bulgarian	NULL	NULL
1046	1030	Bihari	Content Language	Bihari	NULL	NULL
1047	1030	Bislama	Content Language	Bislama	NULL	NULL
1048	1030	Bambara	Content Language	Bambara	NULL	NULL
1049	1030	Bengali	Content Language	Bengali	NULL	NULL
1050	1030	Tibetan	Content Language	Tibetan	NULL	NULL
1051	1030	Breton	Content Language	Breton	NULL	NULL
1052	1030	Bosnian	Content Language	Bosnian	NULL	NULL
1053	1030	Catalan	Content Language	Catalan	NULL	NULL
